source_row_id,manual_review_status,manual_review_reason,review_confidence
340957,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
394410,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
363595,KEEP_HUMAN,El objeto es reforestación y conservación de recursos naturales; la coincidencia con el universo veterinario es accidental.,HIGH
387302,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
385014,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
334261,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
385366,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
338101,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
379834,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
401269,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
412587,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
346792,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
368523,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
365053,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
331646,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
377723,KEEP_HUMAN,"El objeto es interventoría de un proyecto de ciencia, turismo y naturaleza; no corresponde a contratación veterinaria ni agropecuaria.",HIGH
396483,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
342231,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
368487,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
370294,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
399013,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
397169,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
366682,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
388565,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
363818,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
346977,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
340174,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
391780,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
370935,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
395045,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
341254,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
329165,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
381634,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
372941,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
328051,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
403174,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
398487,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
389287,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
328949,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
330329,EXCLUDE_VETERINARY,"El objeto realiza acciones zoonóticas o vacunación antirrábica sobre animales; aunque tenga finalidad de salud pública, queda fuera del alcance farmacéutico humano.",HIGH
351305,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
400452,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
349118,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
327201,EXCLUDE_VETERINARY,"El objeto se destina de forma explícita al cuidado, alimentación, manejo o protección de animales, fuera del alcance farmacéutico humano.",HIGH
338774,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
348650,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
349117,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
400753,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
397816,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
389681,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
377402,EXCLUDE_VETERINARY,"El objeto corresponde a actividad agropecuaria o agrícola y no a medicamentos, inmunobiológicos o atención de salud humana.",HIGH
366791,EXCLUDE_VETERINARY,"El objeto identifica explícitamente uso veterinario, especies animales o atención clínica/sanitaria animal, fuera de la contratación farmacéutica humana.",HIGH
